"tempi","hum","wdird","wdire","wgusti","precipi","rain","conds","weatherTime","shotId"
"84.2","53","0","North","-9999.0","-9999.00","0","Clear",935,"27899-420-715-1-6-3"
"85.8","47","0","North","-9999.0","-9999.00","0","Clear",955,"27899-420-715-1-6-4"
"85.8","47","0","North","-9999.0","-9999.00","0","Clear",955,"27899-420-715-1-6-5"
"85.8","47","0","North","-9999.0","-9999.00","0","Clear",955,"27899-420-715-1-7-1"
"86.9","45","0","North","-9999.0","-9999.00","0","Clear",1015,"27899-420-715-1-7-2"
"86.9","45","0","North","-9999.0","-9999.00","0","Clear",1015,"27899-420-715-1-7-3"
"86.9","45","0","North","-9999.0","-9999.00","0","Clear",1015,"27899-420-715-1-7-4"
"86.9","45","0","North","-9999.0","-9999.00","0","Clear",1015,"27899-420-715-1-8-1"
"86.9","45","0","North","-9999.0","-9999.00","0","Clear",1015,"27899-420-715-1-8-2"
"86.9","45","0","North","-9999.0","-9999.00","0","Clear",1015,"27899-420-715-1-8-3"
"86.9","45","0","North","-9999.0","-9999.00","0","Clear",1015,"27899-420-715-1-8-4"
"87.6","43","0","North","-9999.0","-9999.00","0","Clear",1035,"27899-420-715-1-9-1"
"87.6","43","0","North","-9999.0","-9999.00","0","Clear",1035,"27899-420-715-1-9-2"
"87.6","43","0","North","-9999.0","-9999.00","0","Clear",1035,"27899-420-715-1-9-3"
"87.6","43","0","North","-9999.0","-9999.00","0","Clear",1035,"27899-420-715-1-9-4"
"87.6","43","0","North","-9999.0","-9999.00","0","Clear",1035,"27899-420-715-1-10-1"
"87.6","43","0","North","-9999.0","-9999.00","0","Clear",1035,"27899-420-715-1-10-2"
"88.9","39","0","North","-9999.0","-9999.00","0","Clear",1055,"27899-420-715-1-10-3"
"88.9","39","0","North","-9999.0","-9999.00","0","Clear",1055,"27899-420-715-1-11-1"
"89.6","38","0","North","-9999.0","-9999.00","0","Clear",1115,"27899-420-715-1-11-2"
"89.6","38","0","North","-9999.0","-9999.00","0","Clear",1115,"27899-420-715-1-11-3"
"89.6","38","0","North","-9999.0","-9999.00","0","Clear",1115,"27899-420-715-1-11-4"
"89.6","38","0","North","-9999.0","-9999.00","0","Clear",1115,"27899-420-715-1-12-1"
"89.6","38","0","North","-9999.0","-9999.00","0","Clear",1115,"27899-420-715-1-12-2"
"89.6","38","0","North","-9999.0","-9999.00","0","Clear",1115,"27899-420-715-1-12-3"
"89.6","38","0","North","-9999.0","-9999.00","0","Clear",1115,"27899-420-715-1-13-1"
"89.8","33","0","North","-9999.0","-9999.00","0","Clear",1135,"27899-420-715-1-13-2"
"89.8","33","0","North","-9999.0","-9999.00","0","Clear",1135,"27899-420-715-1-13-3"
"89.8","33","0","North","-9999.0","-9999.00","0","Clear",1135,"27899-420-715-1-13-4"
"89.8","33","0","North","-9999.0","-9999.00","0","Clear",1135,"27899-420-715-1-14-1"
"91.8","33","0","North","-9999.0","-9999.00","0","Clear",1155,"27899-420-715-1-14-2"
"91.8","33","0","North","-9999.0","-9999.00","0","Clear",1155,"27899-420-715-1-14-3"
"91.8","33","0","North","-9999.0","-9999.00","0","Clear",1155,"27899-420-715-1-14-4"
"91.8","33","0","North","-9999.0","-9999.00","0","Clear",1155,"27899-420-715-1-15-1"
"91.9","32","120","ESE","-9999.0","-9999.00","0","Clear",1215,"27899-420-715-1-15-2"
"91.9","32","120","ESE","-9999.0","-9999.00","0","Clear",1215,"27899-420-715-1-15-3"
"91.9","32","120","ESE","-9999.0","-9999.00","0","Clear",1215,"27899-420-715-1-15-4"
"91.9","32","120","ESE","-9999.0","-9999.00","0","Clear",1215,"27899-420-715-1-16-1"
"91.9","32","120","ESE","-9999.0","-9999.00","0","Clear",1215,"27899-420-715-1-16-2"
"91.9","32","120","ESE","-9999.0","-9999.00","0","Clear",1215,"27899-420-715-1-16-3"
"91.9","32","120","ESE","-9999.0","-9999.00","0","Clear",1215,"27899-420-715-1-17-1"
"91.8","34","0","North","-9999.0","-9999.00","0","Clear",1235,"27899-420-715-1-17-2"
"91.8","34","0","North","-9999.0","-9999.00","0","Clear",1235,"27899-420-715-1-17-3"
"91.8","34","0","North","-9999.0","-9999.00","0","Clear",1235,"27899-420-715-1-17-4"
"91.8","34","0","North","-9999.0","-9999.00","0","Clear",1235,"27899-420-715-1-17-5"
"92.5","33","0","North","-9999.0","-9999.00","0","Clear",1255,"27899-420-715-1-18-1"
"92.5","33","0","North","-9999.0","-9999.00","0","Clear",1255,"27899-420-715-1-18-2"
"91.9","33","130","SE","-9999.0","-9999.00","0","Scattered Clouds",1315,"27899-420-715-1-18-3"
"91.9","33","130","SE","-9999.0","-9999.00","0","Scattered Clouds",1315,"27899-420-715-1-18-4"
"91.9","33","130","SE","-9999.0","-9999.00","0","Scattered Clouds",1315,"27899-420-715-1-18-5"
"89.6","38","0","North","-9999.0","-9999.00","0","Clear",1115,"28089-420-715-1-1-1"
"89.6","38","0","North","-9999.0","-9999.00","0","Clear",1115,"28089-420-715-1-1-2"
"89.6","38","0","North","-9999.0","-9999.00","0","Clear",1115,"28089-420-715-1-1-3"
"89.6","38","0","North","-9999.0","-9999.00","0","Clear",1115,"28089-420-715-1-2-1"
"89.6","38","0","North","-9999.0","-9999.00","0","Clear",1115,"28089-420-715-1-2-2"
"89.8","33","0","North","-9999.0","-9999.00","0","Clear",1135,"28089-420-715-1-2-3"
"89.8","33","0","North","-9999.0","-9999.00","0","Clear",1135,"28089-420-715-1-2-4"
"89.8","33","0","North","-9999.0","-9999.00","0","Clear",1135,"28089-420-715-1-3-1"
"89.8","33","0","North","-9999.0","-9999.00","0","Clear",1135,"28089-420-715-1-3-2"
"91.8","33","0","North","-9999.0","-9999.00","0","Clear",1155,"28089-420-715-1-3-3"
"91.8","33","0","North","-9999.0","-9999.00","0","Clear",1155,"28089-420-715-1-3-4"
"91.8","33","0","North","-9999.0","-9999.00","0","Clear",1155,"28089-420-715-1-4-1"
"91.9","32","120","ESE","-9999.0","-9999.00","0","Clear",1215,"28089-420-715-1-4-2"
"91.9","32","120","ESE","-9999.0","-9999.00","0","Clear",1215,"28089-420-715-1-5-1"
"91.9","32","120","ESE","-9999.0","-9999.00","0","Clear",1215,"28089-420-715-1-5-2"
"91.9","32","120","ESE","-9999.0","-9999.00","0","Clear",1215,"28089-420-715-1-5-3"
"91.9","32","120","ESE","-9999.0","-9999.00","0","Clear",1215,"28089-420-715-1-5-4"
"91.9","32","120","ESE","-9999.0","-9999.00","0","Clear",1215,"28089-420-715-1-5-5"
"91.9","32","120","ESE","-9999.0","-9999.00","0","Clear",1215,"28089-420-715-1-6-1"
"91.8","34","0","North","-9999.0","-9999.00","0","Clear",1235,"28089-420-715-1-6-2"
"91.8","34","0","North","-9999.0","-9999.00","0","Clear",1235,"28089-420-715-1-6-3"
"91.8","34","0","North","-9999.0","-9999.00","0","Clear",1235,"28089-420-715-1-6-4"
"91.8","34","0","North","-9999.0","-9999.00","0","Clear",1235,"28089-420-715-1-7-1"
"92.5","33","0","North","-9999.0","-9999.00","0","Clear",1255,"28089-420-715-1-7-2"
"92.5","33","0","North","-9999.0","-9999.00","0","Clear",1255,"28089-420-715-1-7-3"
"92.5","33","0","North","-9999.0","-9999.00","0","Clear",1255,"28089-420-715-1-7-4"
"91.9","33","130","SE","-9999.0","-9999.00","0","Scattered Clouds",1315,"28089-420-715-1-8-1"
"91.9","33","130","SE","-9999.0","-9999.00","0","Scattered Clouds",1315,"28089-420-715-1-8-2"
"91.9","33","130","SE","-9999.0","-9999.00","0","Scattered Clouds",1315,"28089-420-715-1-8-3"
"91.9","33","130","SE","-9999.0","-9999.00","0","Scattered Clouds",1315,"28089-420-715-1-8-4"
"91.9","33","130","SE","-9999.0","-9999.00","0","Scattered Clouds",1315,"28089-420-715-1-9-1"
"91.0","34","120","ESE","-9999.0","-9999.00","0","Scattered Clouds",1335,"28089-420-715-1-9-2"
"91.0","34","120","ESE","-9999.0","-9999.00","0","Scattered Clouds",1335,"28089-420-715-1-9-3"
"81.0","65","0","North","-9999.0","-9999.00","0","Clear",835,"28089-420-715-1-10-1"
"81.0","65","0","North","-9999.0","-9999.00","0","Clear",835,"28089-420-715-1-10-2"
"81.0","65","0","North","-9999.0","-9999.00","0","Clear",835,"28089-420-715-1-10-3"
"81.0","65","0","North","-9999.0","-9999.00","0","Clear",835,"28089-420-715-1-10-4"
"83.1","55","0","North","-9999.0","-9999.00","0","Clear",855,"28089-420-715-1-11-1"
"83.1","55","0","North","-9999.0","-9999.00","0","Clear",855,"28089-420-715-1-11-2"
"83.1","55","0","North","-9999.0","-9999.00","0","Clear",855,"28089-420-715-1-11-3"
"83.1","56","0","North","-9999.0","-9999.00","0","Clear",915,"28089-420-715-1-12-1"
"83.1","56","0","North","-9999.0","-9999.00","0","Clear",915,"28089-420-715-1-12-2"
"83.1","56","0","North","-9999.0","-9999.00","0","Clear",915,"28089-420-715-1-12-3"
"83.1","56","0","North","-9999.0","-9999.00","0","Clear",915,"28089-420-715-1-13-1"
"83.1","56","0","North","-9999.0","-9999.00","0","Clear",915,"28089-420-715-1-13-2"
"84.2","53","0","North","-9999.0","-9999.00","0","Clear",935,"28089-420-715-1-13-3"
"84.2","53","0","North","-9999.0","-9999.00","0","Clear",935,"28089-420-715-1-13-4"
"84.2","53","0","North","-9999.0","-9999.00","0","Clear",935,"28089-420-715-1-14-1"
"84.2","53","0","North","-9999.0","-9999.00","0","Clear",935,"28089-420-715-1-14-2"
"84.2","53","0","North","-9999.0","-9999.00","0","Clear",935,"28089-420-715-1-14-3"
"84.2","53","0","North","-9999.0","-9999.00","0","Clear",935,"28089-420-715-1-14-4"
"85.8","47","0","North","-9999.0","-9999.00","0","Clear",955,"28089-420-715-1-15-1"
"85.8","47","0","North","-9999.0","-9999.00","0","Clear",955,"28089-420-715-1-15-2"
"86.9","45","0","North","-9999.0","-9999.00","0","Clear",1015,"28089-420-715-1-15-3"
"86.9","45","0","North","-9999.0","-9999.00","0","Clear",1015,"28089-420-715-1-15-4"
"86.9","45","0","North","-9999.0","-9999.00","0","Clear",1015,"28089-420-715-1-16-1"
"86.9","45","0","North","-9999.0","-9999.00","0","Clear",1015,"28089-420-715-1-16-2"
"86.9","45","0","North","-9999.0","-9999.00","0","Clear",1015,"28089-420-715-1-16-3"
"86.9","45","0","North","-9999.0","-9999.00","0","Clear",1015,"28089-420-715-1-17-1"
"86.9","45","0","North","-9999.0","-9999.00","0","Clear",1015,"28089-420-715-1-17-2"
"87.6","43","0","North","-9999.0","-9999.00","0","Clear",1035,"28089-420-715-1-17-3"
"87.6","43","0","North","-9999.0","-9999.00","0","Clear",1035,"28089-420-715-1-17-4"
"87.6","43","0","North","-9999.0","-9999.00","0","Clear",1035,"28089-420-715-1-17-5"
"87.6","43","0","North","-9999.0","-9999.00","0","Clear",1035,"28089-420-715-1-18-1"
"88.9","39","0","North","-9999.0","-9999.00","0","Clear",1055,"28089-420-715-1-18-2"
"88.9","39","0","North","-9999.0","-9999.00","0","Clear",1055,"28089-420-715-1-18-3"
"89.6","38","0","North","-9999.0","-9999.00","0","Clear",1115,"28089-420-715-1-18-4"
"89.6","38","0","North","-9999.0","-9999.00","0","Clear",1115,"28089-420-715-1-18-5"
"89.6","38","0","North","-9999.0","-9999.00","0","Clear",1115,"28237-420-715-1-1-1"
"89.6","38","0","North","-9999.0","-9999.00","0","Clear",1115,"28237-420-715-1-1-2"
"89.6","38","0","North","-9999.0","-9999.00","0","Clear",1115,"28237-420-715-1-1-3"
"89.6","38","0","North","-9999.0","-9999.00","0","Clear",1115,"28237-420-715-1-1-4"
"89.6","38","0","North","-9999.0","-9999.00","0","Clear",1115,"28237-420-715-1-2-1"
"89.6","38","0","North","-9999.0","-9999.00","0","Clear",1115,"28237-420-715-1-2-2"
"89.8","33","0","North","-9999.0","-9999.00","0","Clear",1135,"28237-420-715-1-2-3"
"89.8","33","0","North","-9999.0","-9999.00","0","Clear",1135,"28237-420-715-1-2-4"
"89.8","33","0","North","-9999.0","-9999.00","0","Clear",1135,"28237-420-715-1-2-5"
"89.8","33","0","North","-9999.0","-9999.00","0","Clear",1135,"28237-420-715-1-3-1"
"89.8","33","0","North","-9999.0","-9999.00","0","Clear",1135,"28237-420-715-1-3-2"
"91.8","33","0","North","-9999.0","-9999.00","0","Clear",1155,"28237-420-715-1-3-3"
"91.8","33","0","North","-9999.0","-9999.00","0","Clear",1155,"28237-420-715-1-3-4"
"91.8","33","0","North","-9999.0","-9999.00","0","Clear",1155,"28237-420-715-1-4-1"
"91.9","32","120","ESE","-9999.0","-9999.00","0","Clear",1215,"28237-420-715-1-4-2"
"91.9","32","120","ESE","-9999.0","-9999.00","0","Clear",1215,"28237-420-715-1-4-3"
"91.9","32","120","ESE","-9999.0","-9999.00","0","Clear",1215,"28237-420-715-1-5-1"
"91.9","32","120","ESE","-9999.0","-9999.00","0","Clear",1215,"28237-420-715-1-5-2"
"91.9","32","120","ESE","-9999.0","-9999.00","0","Clear",1215,"28237-420-715-1-5-3"
"91.9","32","120","ESE","-9999.0","-9999.00","0","Clear",1215,"28237-420-715-1-5-4"
"91.9","32","120","ESE","-9999.0","-9999.00","0","Clear",1215,"28237-420-715-1-6-1"
"91.8","34","0","North","-9999.0","-9999.00","0","Clear",1235,"28237-420-715-1-6-2"
"91.8","34","0","North","-9999.0","-9999.00","0","Clear",1235,"28237-420-715-1-6-3"
"91.8","34","0","North","-9999.0","-9999.00","0","Clear",1235,"28237-420-715-1-6-4"
"91.8","34","0","North","-9999.0","-9999.00","0","Clear",1235,"28237-420-715-1-7-1"
"92.5","33","0","North","-9999.0","-9999.00","0","Clear",1255,"28237-420-715-1-7-2"
"92.5","33","0","North","-9999.0","-9999.00","0","Clear",1255,"28237-420-715-1-7-3"
"92.5","33","0","North","-9999.0","-9999.00","0","Clear",1255,"28237-420-715-1-7-4"
"92.5","33","0","North","-9999.0","-9999.00","0","Clear",1255,"28237-420-715-1-8-1"
"91.9","33","130","SE","-9999.0","-9999.00","0","Scattered Clouds",1315,"28237-420-715-1-8-2"
"91.9","33","130","SE","-9999.0","-9999.00","0","Scattered Clouds",1315,"28237-420-715-1-8-3"
"91.9","33","130","SE","-9999.0","-9999.00","0","Scattered Clouds",1315,"28237-420-715-1-8-4"
"91.9","33","130","SE","-9999.0","-9999.00","0","Scattered Clouds",1315,"28237-420-715-1-9-1"
"91.9","33","130","SE","-9999.0","-9999.00","0","Scattered Clouds",1315,"28237-420-715-1-9-2"
"91.9","33","130","SE","-9999.0","-9999.00","0","Scattered Clouds",1315,"28237-420-715-1-9-3"
"81.0","65","0","North","-9999.0","-9999.00","0","Clear",835,"28237-420-715-1-10-1"
"81.0","65","0","North","-9999.0","-9999.00","0","Clear",835,"28237-420-715-1-10-2"
"81.0","65","0","North","-9999.0","-9999.00","0","Clear",835,"28237-420-715-1-10-3"
"81.0","65","0","North","-9999.0","-9999.00","0","Clear",835,"28237-420-715-1-10-4"
"81.0","65","0","North","-9999.0","-9999.00","0","Clear",835,"28237-420-715-1-11-1"
"83.1","55","0","North","-9999.0","-9999.00","0","Clear",855,"28237-420-715-1-11-2"
"83.1","55","0","North","-9999.0","-9999.00","0","Clear",855,"28237-420-715-1-11-3"
"83.1","55","0","North","-9999.0","-9999.00","0","Clear",855,"28237-420-715-1-11-4"
"83.1","56","0","North","-9999.0","-9999.00","0","Clear",915,"28237-420-715-1-12-1"
"83.1","56","0","North","-9999.0","-9999.00","0","Clear",915,"28237-420-715-1-12-2"
"83.1","56","0","North","-9999.0","-9999.00","0","Clear",915,"28237-420-715-1-12-3"
"83.1","56","0","North","-9999.0","-9999.00","0","Clear",915,"28237-420-715-1-13-1"
"83.1","56","0","North","-9999.0","-9999.00","0","Clear",915,"28237-420-715-1-13-2"
"84.2","53","0","North","-9999.0","-9999.00","0","Clear",935,"28237-420-715-1-13-3"
"84.2","53","0","North","-9999.0","-9999.00","0","Clear",935,"28237-420-715-1-13-4"
"84.2","53","0","North","-9999.0","-9999.00","0","Clear",935,"28237-420-715-1-13-5"
"84.2","53","0","North","-9999.0","-9999.00","0","Clear",935,"28237-420-715-1-14-1"
"84.2","53","0","North","-9999.0","-9999.00","0","Clear",935,"28237-420-715-1-14-2"
"84.2","53","0","North","-9999.0","-9999.00","0","Clear",935,"28237-420-715-1-14-3"
"84.2","53","0","North","-9999.0","-9999.00","0","Clear",935,"28237-420-715-1-14-4"
"84.2","53","0","North","-9999.0","-9999.00","0","Clear",935,"28237-420-715-1-14-5"
"85.8","47","0","North","-9999.0","-9999.00","0","Clear",955,"28237-420-715-1-15-1"
"85.8","47","0","North","-9999.0","-9999.00","0","Clear",955,"28237-420-715-1-15-2"
"86.9","45","0","North","-9999.0","-9999.00","0","Clear",1015,"28237-420-715-1-15-3"
"86.9","45","0","North","-9999.0","-9999.00","0","Clear",1015,"28237-420-715-1-15-4"
"86.9","45","0","North","-9999.0","-9999.00","0","Clear",1015,"28237-420-715-1-16-1"
"86.9","45","0","North","-9999.0","-9999.00","0","Clear",1015,"28237-420-715-1-16-2"
"86.9","45","0","North","-9999.0","-9999.00","0","Clear",1015,"28237-420-715-1-16-3"
"86.9","45","0","North","-9999.0","-9999.00","0","Clear",1015,"28237-420-715-1-16-4"
"86.9","45","0","North","-9999.0","-9999.00","0","Clear",1015,"28237-420-715-1-17-1"
"87.6","43","0","North","-9999.0","-9999.00","0","Clear",1035,"28237-420-715-1-17-2"
"87.6","43","0","North","-9999.0","-9999.00","0","Clear",1035,"28237-420-715-1-17-3"
"87.6","43","0","North","-9999.0","-9999.00","0","Clear",1035,"28237-420-715-1-17-4"
"87.6","43","0","North","-9999.0","-9999.00","0","Clear",1035,"28237-420-715-1-17-5"
"87.6","43","0","North","-9999.0","-9999.00","0","Clear",1035,"28237-420-715-1-18-1"
"88.9","39","0","North","-9999.0","-9999.00","0","Clear",1055,"28237-420-715-1-18-2"
"88.9","39","0","North","-9999.0","-9999.00","0","Clear",1055,"28237-420-715-1-18-3"
"89.6","38","0","North","-9999.0","-9999.00","0","Clear",1115,"28237-420-715-1-18-4"
"89.6","38","0","North","-9999.0","-9999.00","0","Clear",1115,"28237-420-715-1-18-5"
"86.2","52","180","South","-9999.0","-9999.00","0","Clear",1615,"28258-420-715-1-1-1"
"85.6","55","180","South","17.3","-9999.00","0","Clear",1635,"28258-420-715-1-1-2"
"85.6","55","180","South","17.3","-9999.00","0","Clear",1635,"28258-420-715-1-1-3"
"85.6","55","180","South","17.3","-9999.00","0","Clear",1635,"28258-420-715-1-1-4"
"85.6","55","180","South","17.3","-9999.00","0","Clear",1635,"28258-420-715-1-1-5"
"85.6","55","180","South","17.3","-9999.00","0","Clear",1635,"28258-420-715-1-2-1"
"85.6","55","180","South","17.3","-9999.00","0","Clear",1635,"28258-420-715-1-2-2"
"85.3","51","190","South","17.3","-9999.00","0","Clear",1655,"28258-420-715-1-2-3"
"85.3","51","190","South","17.3","-9999.00","0","Clear",1655,"28258-420-715-1-2-4"
"85.3","51","190","South","17.3","-9999.00","0","Clear",1655,"28258-420-715-1-2-5"
"85.3","51","190","South","17.3","-9999.00","0","Clear",1655,"28258-420-715-1-3-1"
"84.2","57","210","SSW","18.4","-9999.00","0","Clear",1715,"28258-420-715-1-3-2"
"84.2","57","210","SSW","18.4","-9999.00","0","Clear",1715,"28258-420-715-1-3-3"
"84.2","57","210","SSW","18.4","-9999.00","0","Clear",1715,"28258-420-715-1-3-4"
"84.2","57","210","SSW","18.4","-9999.00","0","Clear",1715,"28258-420-715-1-4-1"
"84.2","57","210","SSW","18.4","-9999.00","0","Clear",1715,"28258-420-715-1-4-2"
"84.2","57","210","SSW","18.4","-9999.00","0","Clear",1715,"28258-420-715-1-4-3"
"83.7","62","250","WSW","-9999.0","-9999.00","0","Clear",1735,"28258-420-715-1-5-1"
"83.7","62","250","WSW","-9999.0","-9999.00","0","Clear",1735,"28258-420-715-1-5-2"
"83.7","62","250","WSW","-9999.0","-9999.00","0","Clear",1735,"28258-420-715-1-5-3"
"83.7","62","250","WSW","-9999.0","-9999.00","0","Clear",1735,"28258-420-715-1-5-4"
"83.7","62","250","WSW","-9999.0","-9999.00","0","Clear",1735,"28258-420-715-1-5-5"
"83.7","62","250","WSW","-9999.0","-9999.00","0","Clear",1735,"28258-420-715-1-6-1"
"81.3","58","250","WSW","-9999.0","-9999.00","0","Clear",1755,"28258-420-715-1-6-2"
"81.3","58","250","WSW","-9999.0","-9999.00","0","Clear",1755,"28258-420-715-1-6-3"
"81.3","58","250","WSW","-9999.0","-9999.00","0","Clear",1755,"28258-420-715-1-6-4"
"81.3","58","250","WSW","-9999.0","-9999.00","0","Clear",1755,"28258-420-715-1-6-5"
"79.7","64","250","WSW","16.1","-9999.00","0","Clear",1815,"28258-420-715-1-7-1"
"79.7","64","250","WSW","16.1","-9999.00","0","Clear",1815,"28258-420-715-1-7-2"
"79.7","64","250","WSW","16.1","-9999.00","0","Clear",1815,"28258-420-715-1-7-3"
"79.7","64","250","WSW","16.1","-9999.00","0","Clear",1815,"28258-420-715-1-7-4"
"79.7","64","250","WSW","16.1","-9999.00","0","Clear",1815,"28258-420-715-1-7-5"
"79.7","64","250","WSW","16.1","-9999.00","0","Clear",1815,"28258-420-715-1-8-1"
"79.7","64","250","WSW","16.1","-9999.00","0","Clear",1815,"28258-420-715-1-8-2"
"79.2","66","250","WSW","-9999.0","-9999.00","1","Light Rain",1835,"28258-420-715-1-8-3"
"79.2","66","250","WSW","-9999.0","-9999.00","1","Light Rain",1835,"28258-420-715-1-8-4"
"79.2","66","250","WSW","-9999.0","-9999.00","1","Light Rain",1835,"28258-420-715-1-9-1"
"79.2","66","250","WSW","-9999.0","-9999.00","1","Light Rain",1835,"28258-420-715-1-9-2"
"79.2","66","250","WSW","-9999.0","-9999.00","1","Light Rain",1835,"28258-420-715-1-9-3"
"91.8","36","130","SE","16.1","-9999.00","0","Clear",1355,"28258-420-715-1-10-1"
"92.7","35","150","SSE","-9999.0","-9999.00","0","Clear",1415,"28258-420-715-1-10-2"
"92.7","35","150","SSE","-9999.0","-9999.00","0","Clear",1415,"28258-420-715-1-10-3"
"92.7","35","150","SSE","-9999.0","-9999.00","0","Clear",1415,"28258-420-715-1-10-4"
"92.7","35","150","SSE","-9999.0","-9999.00","0","Clear",1415,"28258-420-715-1-10-5"
"92.7","35","150","SSE","-9999.0","-9999.00","0","Clear",1415,"28258-420-715-1-10-6"
"92.7","35","150","SSE","-9999.0","-9999.00","0","Clear",1415,"28258-420-715-1-11-1"
"92.7","35","150","SSE","-9999.0","-9999.00","0","Clear",1415,"28258-420-715-1-11-2"
"92.7","35","150","SSE","-9999.0","-9999.00","0","Clear",1415,"28258-420-715-1-11-3"
"92.7","35","150","SSE","-9999.0","-9999.00","0","Clear",1415,"28258-420-715-1-11-4"
"92.5","32","160","SSE","-9999.0","-9999.00","0","Clear",1435,"28258-420-715-1-12-1"
"92.5","32","160","SSE","-9999.0","-9999.00","0","Clear",1435,"28258-420-715-1-12-2"
"92.5","32","160","SSE","-9999.0","-9999.00","0","Clear",1435,"28258-420-715-1-12-3"
"92.5","32","160","SSE","-9999.0","-9999.00","0","Clear",1435,"28258-420-715-1-13-1"
"92.5","32","160","SSE","-9999.0","-9999.00","0","Clear",1435,"28258-420-715-1-13-2"
"91.9","35","150","SSE","-9999.0","-9999.00","0","Clear",1455,"28258-420-715-1-13-3"
"91.9","35","150","SSE","-9999.0","-9999.00","0","Clear",1455,"28258-420-715-1-13-4"
"91.9","35","150","SSE","-9999.0","-9999.00","0","Clear",1455,"28258-420-715-1-14-1"
"91.2","36","160","SSE","-9999.0","-9999.00","0","Scattered Clouds",1515,"28258-420-715-1-14-2"
"91.2","36","160","SSE","-9999.0","-9999.00","0","Scattered Clouds",1515,"28258-420-715-1-14-3"
"91.2","36","160","SSE","-9999.0","-9999.00","0","Scattered Clouds",1515,"28258-420-715-1-15-1"
"91.2","36","160","SSE","-9999.0","-9999.00","0","Scattered Clouds",1515,"28258-420-715-1-15-2"
"91.2","36","160","SSE","-9999.0","-9999.00","0","Scattered Clouds",1515,"28258-420-715-1-15-3"
"91.2","36","160","SSE","-9999.0","-9999.00","0","Scattered Clouds",1515,"28258-420-715-1-15-4"
"89.1","42","170","South","-9999.0","-9999.00","0","Scattered Clouds",1535,"28258-420-715-1-16-1"
"89.1","42","170","South","-9999.0","-9999.00","0","Scattered Clouds",1535,"28258-420-715-1-16-2"
"89.1","42","170","South","-9999.0","-9999.00","0","Scattered Clouds",1535,"28258-420-715-1-16-3"
"89.1","42","170","South","-9999.0","-9999.00","0","Scattered Clouds",1535,"28258-420-715-1-16-4"
"89.1","42","170","South","-9999.0","-9999.00","0","Scattered Clouds",1535,"28258-420-715-1-17-1"
"89.1","42","170","South","-9999.0","-9999.00","0","Scattered Clouds",1535,"28258-420-715-1-17-2"
"87.6","53","190","South","-9999.0","-9999.00","0","Clear",1555,"28258-420-715-1-17-3"
"87.6","53","190","South","-9999.0","-9999.00","0","Clear",1555,"28258-420-715-1-17-4"
"87.6","53","190","South","-9999.0","-9999.00","0","Clear",1555,"28258-420-715-1-18-1"
"86.2","52","180","South","-9999.0","-9999.00","0","Clear",1615,"28258-420-715-1-18-2"
"86.2","52","180","South","-9999.0","-9999.00","0","Clear",1615,"28258-420-715-1-18-3"
"86.2","52","180","South","-9999.0","-9999.00","0","Clear",1615,"28258-420-715-1-18-4"
"86.2","52","180","South","-9999.0","-9999.00","0","Clear",1615,"28258-420-715-1-18-5"
"86.2","52","180","South","-9999.0","-9999.00","0","Clear",1615,"28258-420-715-1-18-6"
"86.2","52","180","South","-9999.0","-9999.00","0","Clear",1615,"28300-420-715-1-1-1"
"86.2","52","180","South","-9999.0","-9999.00","0","Clear",1615,"28300-420-715-1-1-2"
"86.2","52","180","South","-9999.0","-9999.00","0","Clear",1615,"28300-420-715-1-1-3"
"86.2","52","180","South","-9999.0","-9999.00","0","Clear",1615,"28300-420-715-1-1-4"
"85.6","55","180","South","17.3","-9999.00","0","Clear",1635,"28300-420-715-1-2-1"
"85.6","55","180","South","17.3","-9999.00","0","Clear",1635,"28300-420-715-1-2-2"
"85.6","55","180","South","17.3","-9999.00","0","Clear",1635,"28300-420-715-1-2-3"
"85.6","55","180","South","17.3","-9999.00","0","Clear",1635,"28300-420-715-1-2-4"
"85.6","55","180","South","17.3","-9999.00","0","Clear",1635,"28300-420-715-1-3-1"
"85.3","51","190","South","17.3","-9999.00","0","Clear",1655,"28300-420-715-1-3-2"
"85.3","51","190","South","17.3","-9999.00","0","Clear",1655,"28300-420-715-1-3-3"
"84.2","57","210","SSW","18.4","-9999.00","0","Clear",1715,"28300-420-715-1-4-1"
"84.2","57","210","SSW","18.4","-9999.00","0","Clear",1715,"28300-420-715-1-4-2"
"84.2","57","210","SSW","18.4","-9999.00","0","Clear",1715,"28300-420-715-1-4-3"
"84.2","57","210","SSW","18.4","-9999.00","0","Clear",1715,"28300-420-715-1-4-4"
"84.2","57","210","SSW","18.4","-9999.00","0","Clear",1715,"28300-420-715-1-5-1"
"84.2","57","210","SSW","18.4","-9999.00","0","Clear",1715,"28300-420-715-1-5-2"
"84.2","57","210","SSW","18.4","-9999.00","0","Clear",1715,"28300-420-715-1-5-3"
"83.7","62","250","WSW","-9999.0","-9999.00","0","Clear",1735,"28300-420-715-1-5-4"
"83.7","62","250","WSW","-9999.0","-9999.00","0","Clear",1735,"28300-420-715-1-5-5"
"83.7","62","250","WSW","-9999.0","-9999.00","0","Clear",1735,"28300-420-715-1-6-1"
"83.7","62","250","WSW","-9999.0","-9999.00","0","Clear",1735,"28300-420-715-1-6-2"
"81.3","58","250","WSW","-9999.0","-9999.00","0","Clear",1755,"28300-420-715-1-6-3"
